{'G67_Up'} -> {'G28_Down', 'G70_Down'}
{'G59_Up'} -> {'G41_Down', 'G58_Down'}
{'G28_Down'} -> {'G91_Up', 'G70_Down', 'G6_Up'}
{'G28_Down'} -> {'G58_Down', 'G69_Down'}
{'G59_Up', 'G44_Down', 'G82_Down'} -> {'G13_Down', 'G72_Up', 'G96_Down'}
{'G13_Down', 'G72_Up', 'G96_Down'} -> {'G59_Up', 'G44_Down', 'G82_Down'}
{'G65_Down', 'G91_Up'} -> {'G21_Up', 'G47_Up', 'G10_Down'}
{'G32_Down'} -> {'G38_Down', 'G21_Up', 'G91_Up', 'G10_Down'}
{'G67_Up'} -> {'G28_Down', 'G10_Down'}
{'G58_Down'} -> {'G65_Down', 'G10_Down', 'G70_Down'}
{'G41_Down'} -> {'G88_Down', 'G10_Down'}
{'G96_Down'} -> {'G59_Up', 'G51_Down'}
{'G38_Down'} -> {'G70_Down', 'G16_Down'}
{'G72_Up'} -> {'G45_Up', 'G96_Down'}
{'G38_Down'} -> {'G90_Down'}
{'G1_Up'} -> {'G100_Down', 'G59_Up'}
{'G70_Down'} -> {'G38_Down', 'G58_Down', 'G65_Down', 'G32_Down'}
{'G47_Up', 'G94_Up', 'G91_Up'} -> {'G21_Up', 'G58_Down', 'G10_Down'}
{'G21_Up', 'G58_Down', 'G10_Down'} -> {'G47_Up', 'G94_Up', 'G91_Up'}
{'G87_Up'} -> {'Breast Can'}
{'G28_Down'} -> {'G38_Down', 'G87_Up', 'G52_Down'}
{'G1_Up', 'G91_Up'} -> {'G38_Down', 'G94_Up', 'G70_Down'}
{'G59_Up'} -> {'G13_Down', 'G97_Down', 'G82_Down', 'G44_Down', 'G72_Up'}
{'G1_Up', 'G70_Down'} -> {'G65_Down', 'G32_Down'}
{'G65_Down', 'G32_Down'} -> {'G1_Up', 'G70_Down'}
{'G1_Up', 'G67_Up', 'G70_Down'} -> {'G38_Down', 'G94_Up', 'G32_Down'}
{'G38_Down', 'G94_Up', 'G32_Down'} -> {'G1_Up', 'G67_Up', 'G70_Down'}
{'G82_Down'} -> {'G13_Down', 'G96_Down', 'G44_Down', 'G59_Up', 'G72_Up'}
{'G68_Down'} -> {'G36_Up', 'G32_Down'}
{'G32_Down'} -> {'G94_Up', 'G70_Down', 'G6_Up'}
{'G52_Down', 'G28_Down'} -> {'G41_Down', 'G2_Down', 'G69_Down'}
{'G13_Down', 'G72_Up', 'G44_Down'} -> {'G59_Up', 'G96_Down', 'G82_Down'}
{'G59_Up', 'G96_Down', 'G82_Down'} -> {'G13_Down', 'G72_Up', 'G44_Down'}
{'G59_Up'} -> {'G97_Down', 'G36_Up', 'G82_Down'}
{'G88_Down'} -> {'G69_Down', 'G6_Up'}
{'G59_Up', 'G72_Up', 'G82_Down'} -> {'G13_Down', 'G36_Up'}
{'G88_Down'} -> {'G47_Up', 'G66_Up'}
{'G21_Up'} -> {'G38_Down', 'G58_Down', 'G94_Up', 'G10_Down'}
{'G21_Up'} -> {'G58_Down', 'G94_Up', 'G91_Up', 'G10_Down'}
{'G58_Down'} -> {'G21_Up', 'G94_Up', 'G91_Up', 'G10_Down'}
{'G59_Up'} -> {'G1_Up', 'G47_Up', 'G38_Down'}
{'G13_Down'} -> {'G72_Up', 'G70_Down'}
{'G28_Down'} -> {'G61_Down'}
{'G70_Down'} -> {'G1_Up', 'G65_Down', 'G32_Down'}
{'G1_Up', 'G67_Up', 'G32_Down'} -> {'G38_Down', 'G58_Down', 'G70_Down'}
{'G38_Down', 'G58_Down', 'G70_Down'} -> {'G1_Up', 'G67_Up', 'G32_Down'}
{'G94_Up'} -> {'G1_Up', 'G38_Down', 'G10_Down'}
{'G1_Up', 'G65_Down'} -> {'G38_Down', 'G94_Up', 'G67_Up'}
{'G66_Up'} -> {'G10_Down', 'G16_Down'}
{'G1_Up'} -> {'G38_Down', 'G16_Down'}
{'G72_Up'} -> {'G38_Down', 'G55_Up'}
{'G91_Up', 'G32_Down'} -> {'G47_Up', 'G67_Up'}
{'G59_Up', 'G44_Down'} -> {'G13_Down', 'ALL', 'G82_Down'}
{'G38_Down', 'G10_Down'} -> {'G44_Up'}
{'G1_Up'} -> {'G65_Down'}
{'G59_Up', 'G96_Down'} -> {'G13_Down', 'G16_Down'}
{'G59_Up', 'G13_Down'} -> {'G96_Down', 'G16_Down'}
{'G91_Up', 'G6_Up'} -> {'G38_Down', 'G94_Up', 'G70_Down', 'G32_Down'}
{'G8_Up', 'Breast Can'} -> {'G81_Up', 'G88_Down', 'G24_Down', 'G80_Down', 'G54_Up'}
{'G81_Up', 'G88_Down', 'G80_Down', 'G24_Down', 'G54_Up'} -> {'G8_Up', 'Breast Can'}
{'G13_Down'} -> {'G78_Up', 'G72_Up'}
{'G96_Down'} -> {'G8_Up', 'G24_Down'}
{'G38_Down', 'G10_Down'} -> {'G47_Up', 'G70_Down', 'G32_Down'}
{'G65_Down'} -> {'G2_Down', 'G70_Down'}
{'G1_Up', 'G38_Down'} -> {'G72_Up', 'G67_Up', 'G70_Down'}
{'Breast Can', 'G24_Down', 'G54_Up'} -> {'G8_Up', 'G88_Down', 'G81_Up'}
{'G8_Up', 'G88_Down', 'G81_Up'} -> {'Breast Can', 'G24_Down', 'G54_Up'}
{'G65_Down', 'G32_Down'} -> {'G94_Up', 'G67_Up', 'G10_Down'}
{'G81_Up'} -> {'G38_Down', 'G88_Down'}
{'G2_Down'} -> {'G47_Up', 'G6_Up'}
{'G91_Up', 'G10_Down'} -> {'G38_Down', 'G47_Up', 'G94_Up', 'G65_Down'}
{'G58_Down', 'G94_Up'} -> {'G21_Up', 'G65_Down', 'G10_Down'}
{'G58_Down', 'G91_Up'} -> {'G38_Down', 'G47_Up', 'G10_Down'}
{'G38_Down', 'G47_Up', 'G10_Down'} -> {'G58_Down', 'G91_Up'}
{'G94_Up'} -> {'G11_Down', 'G32_Down'}
